schema_version,seed,source,target,compromise_type,compromise_fraction,compromised_node_count,total_node_count,edge_count,route_count,fractal_id,anomaly_detected,memory_rewrite,purge_triggered,reset_epoch_pre,reset_epoch_post,pre_alarm_path_count,post_candidate_count,random_multipath_reset:post_reset_path_distance_from_pre_alarm,random_multipath_reset:state_break_distance,random_multipath_reset:state_continuity_score,random_multipath_reset:lane_collapse_rate,random_multipath_reset:path_overlap,random_multipath_reset:unique_path_ratio,random_multipath_reset:clean_path_ratio,random_multipath_reset:path_compromise_rate,random_multipath_reset:mean_compromised_nodes_per_path,state_aware_reset:post_reset_path_distance_from_pre_alarm,state_aware_reset:state_break_distance,state_aware_reset:state_continuity_score,state_aware_reset:lane_collapse_rate,state_aware_reset:path_overlap,state_aware_reset:unique_path_ratio,state_aware_reset:clean_path_ratio,state_aware_reset:path_compromise_rate,state_aware_reset:mean_compromised_nodes_per_path,lemonade_reset:post_reset_path_distance_from_pre_alarm,lemonade_reset:state_break_distance,lemonade_reset:state_continuity_score,lemonade_reset:lane_collapse_rate,lemonade_reset:path_overlap,lemonade_reset:unique_path_ratio,lemonade_reset:clean_path_ratio,lemonade_reset:path_compromise_rate,lemonade_reset:mean_compromised_nodes_per_path,delta_lemonade_vs_state_aware:path_break,delta_lemonade_vs_random:path_break
1.0.0,pilot-023,n38,n70,targeted,0.2,20,100,262,3,36,True,True,True,0,1,3,12,0.5636713520749665,0.50390625,0.49609375,0.0,0.47500000000000003,1.0,0.0,1.0,10.666666666666666,0.6001984126984127,0.50390625,0.49609375,0.0,0.35000000000000003,1.0,0.0,1.0,7.0,0.9049644122814855,0.4830729166666667,0.5169270833333333,0.0,0.20370370370370372,1.0,0.0,1.0,7.333333333333333,0.3047659995830728,0.34129306020651895
1.0.0,pilot-024,n40,n90,random,0.2,20,100,252,3,36,True,True,True,0,1,3,12,0.8377525252525252,0.48828125,0.51171875,0.0,0.19999999999999998,1.0,0.0,1.0,2.0,0.5946969696969697,0.48046875,0.51953125,0.0,0.03333333333333333,1.0,0.0,1.0,4.0,0.9488680718188914,0.5651041666666666,0.43489583333333337,0.0,0.12703962703962704,1.0,0.0,1.0,5.333333333333333,0.3541711021219217,0.11111554656636624
1.0.0,pilot-024,n40,n90,targeted,0.2,20,100,252,3,36,True,True,True,0,1,3,12,0.8377525252525252,0.48828125,0.51171875,0.0,0.19999999999999998,1.0,0.0,1.0,3.0,0.5946969696969697,0.48046875,0.51953125,0.0,0.03333333333333333,1.0,0.0,1.0,5.333333333333333,0.9488680718188914,0.5651041666666666,0.43489583333333337,0.0,0.12703962703962704,1.0,0.0,1.0,6.333333333333333,0.3541711021219217,0.11111554656636624
1.0.0,pilot-025,n40,n63,random,0.2,20,100,242,3,36,True,True,True,0,1,3,12,0.8804112554112554,0.5065104166666666,0.49348958333333337,0.0,0.31851851851851853,1.0,0.3333333333333333,0.6666666666666666,3.0,0.6091269841269841,0.51953125,0.48046875,0.0,0.041666666666666664,1.0,0.3333333333333333,0.6666666666666666,5.0,0.9597601323407775,0.4856770833333333,0.5143229166666667,0.0,0.0909090909090909,1.0,0.0,1.0,2.0,0.35063314821379343,0.07934887692952208
1.0.0,pilot-025,n40,n63,targeted,0.2,20,100,242,3,36,True,True,True,0,1,3,12,0.8804112554112554,0.5065104166666666,0.49348958333333337,0.0,0.31851851851851853,1.0,0.0,1.0,4.666666666666667,0.6091269841269841,0.51953125,0.48046875,0.0,0.041666666666666664,1.0,0.0,1.0,5.0,0.9597601323407775,0.4856770833333333,0.5143229166666667,0.0,0.0909090909090909,1.0,0.0,1.0,4.666666666666667,0.35063314821379343,0.07934887692952208
1.0.0,pilot-026,n8,n34,random,0.2,20,100,240,3,36,True,True,True,0,1,3,12,0.9618599791013583,0.4908854166666667,0.5091145833333333,0.0,0.0,1.0,0.0,1.0,2.6666666666666665,0.6415004748338081,0.4856770833333333,0.5143229166666667,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.9703557312252965,0.5078125,0.4921875,0.0,0.0,1.0,0.0,1.0,2.0,0.3288552563914884,0.00849575212393816
1.0.0,pilot-026,n8,n34,targeted,0.2,20,100,240,3,36,True,True,True,0,1,3,12,0.9618599791013583,0.4908854166666667,0.5091145833333333,0.0,0.0,1.0,0.0,1.0,4.666666666666667,0.6415004748338081,0.4856770833333333,0.5143229166666667,0.0,0.0,1.0,0.0,1.0,4.333333333333333,0.9703557312252965,0.5078125,0.4921875,0.0,0.0,1.0,0.0,1.0,4.666666666666667,0.3288552563914884,0.00849575212393816
1.0.0,pilot-027,n1,n95,random,0.2,20,100,232,3,36,True,True,True,0,1,3,12,0.8088023088023087,0.55078125,0.44921875,0.0,0.12301587301587301,1.0,0.0,1.0,1.6666666666666667,0.6212121212121212,0.51171875,0.48828125,0.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.9515151515151515,0.51171875,0.48828125,0.0,0.0,1.0,0.0,1.0,2.6666666666666665,0.3303030303030303,0.1427128427128428
1.0.0,pilot-027,n1,n95,targeted,0.2,20,100,232,3,36,True,True,True,0,1,3,12,0.8088023088023087,0.55078125,0.44921875,0.0,0.12301587301587301,1.0,0.0,1.0,5.0,0.6212121212121212,0.51171875,0.48828125,0.0,0.0,1.0,0.0,1.0,3.6666666666666665,0.9515151515151515,0.51171875,0.48828125,0.0,0.0,1.0,0.0,1.0,4.333333333333333,0.3303030303030303,0.1427128427128428
1.0.0,pilot-028,n26,n54,random,0.2,20,100,233,3,36,True,True,True,0,1,3,12,0.9426937441643325,0.4986979166666667,0.5013020833333333,0.0,0.15584415584415584,1.0,0.0,1.0,3.0,0.6078431372549019,0.4934895833333333,0.5065104166666667,0.0,0.1346153846153846,1.0,0.0,1.0,3.3333333333333335,0.9372161172161172,0.4908854166666667,0.5091145833333333,0.0,0.09696969696969697,1.0,0.0,1.0,4.333333333333333,0.3293729799612153,-0.005477626948215297
1.0.0,pilot-028,n26,n54,targeted,0.2,20,100,233,3,36,True,True,True,0,1,3,12,0.9426937441643325,0.4986979166666667,0.5013020833333333,0.0,0.15584415584415584,1.0,0.0,1.0,4.666666666666667,0.6078431372549019,0.4934895833333333,0.5065104166666667,0.0,0.1346153846153846,1.0,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.9372161172161172,0.4908854166666667,0.5091145833333333,0.0,0.09696969696969697,1.0,0.0,1.0,3.6666666666666665,0.3293729799612153,-0.005477626948215297
1.0.0,pilot-029,n20,n69,random,0.2,20,100,224,3,36,True,True,True,0,1,3,12,0.8446759259259259,0.5026041666666666,0.49739583333333337,0.0,0.2619047619047619,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6154970760233919,0.484375,0.515625,0.0,0.0392156862745098,1.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.8773768803560263,0.5,0.5,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.26187980433263447,0.03270095443010046
1.0.0,pilot-029,n20,n69,targeted,0.2,20,100,224,3,36,True,True,True,0,1,3,12,0.8446759259259259,0.5026041666666666,0.49739583333333337,0.0,0.2619047619047619,1.0,0.0,1.0,3.3333333333333335,0.6154970760233919,0.484375,0.515625,0.0,0.0392156862745098,1.0,0.0,1.0,3.3333333333333335,0.8773768803560263,0.5,0.5,0.0,0.0,1.0,0.0,1.0,3.3333333333333335,0.26187980433263447,0.03270095443010046
